Region,Country,Brand,Model,Type,Seats,Doors,Year,Transmission,Fuel Type,Volume,Coverage
Europe,DNK,Volvo,V90 Recharge,Station Wagon,5,5,2006,Auto,Hybrid/Electric,8868553.00,64
Europe,EST,Audi,A1,Hatchback,4,3,2022,Manual,Gasoline,5859739.00,62
Europe,EST,Audi,A3,Sedan,5,4,2004,Automatic,Gasoline/Diesel,7515763.00,81
Europe,EST,Audi,A4,Sedan,5,4,2005,Automatic,Gasoline/Diesel,9300775.00,90
Europe,EST,Audi,A5,Coupe,4,2,2007,Automatic,Gasoline/Diesel,1301594.00,94
Europe,EST,Audi,A6,Sedan,5,4,2021,Automatic,Gasoline/Diesel,7716392.00,90
Europe,EST,Audi,Q2,SUV,5,5,2002,Automatic,Gasoline/Diesel,6849379.00,83
Europe,EST,Audi,Q3,SUV,5,5,2007,Automatic,Gasoline/Diesel,2808745.00,62
Europe,EST,Audi,Q5,SUV,5,5,2017,Automatic,Gasoline/Diesel,6551551.00,74
Europe,EST,Audi,Q7,SUV,7,4,2007,Automatic,Gasoline/Diesel,8071805.00,85
Europe,EST,BMW,1 Series,Hatchback,5,5,2010,Manual,Gasoline/Diesel,8346759.00,65
Europe,EST,BMW,2 Series,Coupe,4,2,2013,Automatic,Gasoline/Diesel,898591.00,53
Europe,EST,BMW,3 Series,Sedan,5,4,2011,Automatic,Gasoline/Diesel,3271125.00,52
Europe,EST,BMW,4 Series,Coupe,4,2,2009,Automatic,Gasoline/Diesel,8916165.00,68
Europe,EST,BMW,5 Series,Sedan,5,4,2002,Automatic,Gasoline/Diesel,9584195.00,75
Europe,EST,BMW,7 Series,Sedan,5,4,2001,Automatic,Gasoline/Diesel,7550682.00,77
Europe,EST,Ford,Fiesta,Hatchback,5,5,2006,Manual,Gasoline,7695169.00,89
Europe,EST,Ford,Focus,Hatchback,5,5,2015,Automatic,Gasoline/Diesel,4111017.00,62
Europe,EST,Ford,Mondeo,Sedan,5,4,2018,Automatic,Gasoline/Diesel,5439533.00,52
Europe,EST,Ford,Kuga,SUV,5,5,2017,Automatic,Gasoline/Diesel,8052842.00,50
Europe,EST,Mercedes-Benz,A-Class,Hatchback,5,5,2013,Automatic,Gasoline/Diesel,6982710.00,50
Europe,EST,Mercedes-Benz,C-Class,Sedan,5,4,2002,Automatic,Gasoline/Diesel,8659319.00,55
Europe,EST,Mercedes-Benz,E-Class,Sedan,5,4,2009,Automatic,Gasoline/Diesel,9743721.00,72
Europe,EST,Mercedes-Benz,S-Class,Sedan,5,4,2006,Automatic,Gasoline/Diesel,2923975.00,95
Europe,EST,Mercedes-Benz,GLA-Class,SUV,5,5,2016,Automatic,Gasoline/Diesel,2967832.00,99
Europe,EST,Mercedes-Benz,GLC-Class,SUV,5,5,2003,Automatic,Gasoline/Diesel,1140208.00,91
Europe,EST,Opel,Corsa,Hatchback,5,5,2005,Manual,Gasoline/ Diesel,6793386.00,50
Europe,EST,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2012,Manual/ Automatic,Gasoline/ Diesel,7802327.00,62
Europe,EST,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2018,Manual/ Automatic,Gasoline/ Diesel,4710641.00,53
Europe,EST,Peugeot,208,Hatchback,5,3,2012,Manual/ Automatic,Gasoline/ Diesel,6089828.00,63
Europe,EST,Peugeot,308,Hatchback/ Wagon,5,5,2003,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,7837163.00,98
Europe,EST,Peugeot,2008,SUV,5,5,2020,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,9066282.00,82
Europe,EST,Renault,Clio,Hatchback,5,5,2012,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,535232.00,99
Europe,EST,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2002,Manual/ Automatic,Gasoline/ Diesel,2441959.00,75
Europe,EST,Renault,Captur,SUV,5,5,2011,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,430297.00,88
Europe,EST,Seat,Ibiza,Hatchback,5,3,2006,Manual/ Automatic,Gasoline/ Natural Gas,8757479.00,75
Europe,EST,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2019,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,7473191.00,59
Europe,EST,Seat,Ateca,SUV,5,5,2022,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,9797787.00,66
Europe,EST,Skoda,Fabia,Hatchback,5,5,2010,Manual,Petrol/ Diesel,9468026.00,85
Europe,EST,Skoda,Octavia,Sedan/ Estate,5,4,2004,Manual/ Automatic,Petrol/ Diesel/ Hybrid,1485995.00,55
Europe,EST,Skoda,Superb,Sedan/ Estate,5,4,2016,Manual/ Automatic,Petrol/ Diesel/ Hybrid,27082.00,88
Europe,EST,Smart,Fortwo,Coupe/ Cabrio,2,2,2007,Automatic,Electric,6556869.00,57
Europe,EST,Smart,Forfour,Hatchback,4,5,2002,Automatic,Electric,6807616.00,61
Europe,EST,Subaru,Impreza,Hatchback,5,5,2019,Manual/ Automatic,Petrol,76516.00,61
Europe,EST,Subaru,Legacy,Sedan/ Estate,5,4,2001,Manual/ Automatic,Petrol,2115461.00,59
Europe,EST,Subaru,Outback,SUV,5,5,2021,Automatic,Petrol,3031380.00,78
Europe,EST,Suzuki,Swift,Hatchback,5,5,2001,Manual/ Automatic,Petrol/ Hybrid,33406.00,86
Europe,EST,Suzuki,Ignis,SUV,4,5,2005,Manual/ Automatic,Petrol/ Hybrid,792136.00,95
Europe,EST,Suzuki,Vitara,SUV,5,5,2001,Manual/ Automatic,Petrol/ Hybrid,6788551.00,99
Europe,EST,Tesla,Model 3,Sedan,5,4,2019,Automatic,Electric,7991674.00,76
Europe,EST,Tesla,Model S,Sedan,5,4,2005,Automatic,Electric,7820078.00,71
Europe,EST,Tesla,Model X,SUV,7,4,2022,Automatic,Electric,7822190.00,72
Europe,EST,Tesla,Model Y,SUV,7,4,2011,Automatic,Electric,895538.00,76
Europe,EST,Toyota,Aygo,Hatchback,4,5,2000,Manual/ Automatic,Petrol,4094799.00,50
Europe,EST,Toyota,Yaris,Hatchback,5,5,2016,Manual/ Automatic,Petrol/ Hybrid,7604299.00,78
Europe,EST,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2013,Manual/ Automatic,Petrol/ Hybrid,6238591.00,60
Europe,EST,Toyota,Camry,Sedan,5,4,2023,Automatic,Petrol/ Hybrid,7969963.00,63
Europe,EST,Toyota,RAV4,SUV,5,5,2021,Manual/ Automatic,Petrol/ Hybrid,1514625.00,98
Europe,EST,Toyota,Highlander,SUV,7,4,2012,Automatic,Hybrid,2371436.00,85
Europe,EST,Toyota,Land Cruiser,SUV,7,4,2022,Automatic,Diesel,5162391.00,58
Europe,EST,Volkswagen,up!,Hatchback,4,5,2007,Manual,Petrol,6496202.00,53
Europe,EST,Volkswagen,Polo,Hatchback,5,5,2005,Manual/Auto,Petrol/Diesel,7309543.00,87
Europe,EST,Volkswagen,Golf,Hatchback,5,5,2008,Manual/Auto,Petrol/Diesel,2088462.00,68
Europe,EST,Volkswagen,Golf Sportsvan,MPV,5,5,2010,Manual/Auto,Petrol/Diesel,6598560.00,77
Europe,EST,Volkswagen,T-Cross,SUV,5,5,2000,Manual/Auto,Petrol/Diesel,9034983.00,56
Europe,EST,Volkswagen,T-Roc,SUV,5,5,2005,Manual/Auto,Petrol/Diesel,6948140.00,94
Europe,EST,Volkswagen,Tiguan,SUV,7,5,2014,Manual/Auto,Petrol/Diesel,9994289.00,88
Europe,EST,Volkswagen,Tiguan Allspace,SUV,7,5,2010,Manual/Auto,Petrol/Diesel,6899573.00,76
Europe,EST,Volkswagen,Touareg,SUV,5,5,2016,Auto,Diesel,5785438.00,68
Europe,EST,Volkswagen,Arteon,Sedan,5,5,2020,Manual/Auto,Petrol/Diesel,3691244.00,70
Europe,EST,Volkswagen,Passat,Sedan/Station Wagon,5,5,2009,Manual/Auto,Petrol/Diesel,1501933.00,92
Europe,EST,Volkswagen,Passat Variant,Station Wagon,5,5,2009,Manual/Auto,Petrol/Diesel,1725225.00,96
Europe,EST,Volkswagen,e-up!,Hatchback,4,5,2014,Auto,Electric,8649943.00,71
Europe,EST,Volkswagen,e-Golf,Hatchback,5,5,2015,Auto,Electric,1971344.00,93
Europe,EST,Volkswagen,Golf GTE,Hatchback,5,5,2002,Auto,Hybrid,7779328.00,78
Europe,EST,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2020,Auto,Hybrid,7150881.00,60
Europe,EST,Volkswagen,Touareg R,SUV,5,5,2001,Auto,Hybrid,193128.00,81
Europe,EST,Volvo,XC40,SUV,5,5,2000,Manual/Auto,Petrol/Diesel/Hybrid,698490.00,95
Europe,EST,Volvo,XC60,SUV,5,5,2008,Auto,Petrol/Diesel/Hybrid,5553780.00,53
Europe,EST,Volvo,XC90,SUV,7,5,2001,Auto,Petrol/Diesel/Hybrid,572422.00,55
Europe,EST,Volvo,V40,Hatchback,5,5,2008,Manual/Auto,Petrol/Diesel,3430957.00,97
Europe,EST,Volvo,V40 Cross Country,Hatchback,5,5,2022,Manual/Auto,Petrol/Diesel,5359375.00,60
Europe,EST,Volvo,S60,Sedan,5,4,2010,Auto,Petrol/Hybrid,5416131.00,89
Europe,EST,Volvo,S90,Sedan,5,4,2003,Auto,Petrol/Hybrid,7787362.00,61
Europe,EST,Volvo,V60,Station Wagon,5,5,2004,Manual/Auto,Petrol/Diesel/Hybrid,8531380.00,92
Europe,EST,Volvo,V90,Station Wagon,5,5,2023,Auto,Petrol/Hybrid,9705608.00,70
Europe,EST,Volvo,V90 Cross Country,Station Wagon,5,5,2016,Auto,Petrol/Hybrid,6424710.00,52
Europe,EST,Volvo,C40 Recharge,SUV-Coupe,5,5,2012,Auto,Electric,1944802.00,58
Europe,EST,Volvo,XC40 Recharge,SUV,5,5,2010,Auto,Electric,982213.00,66
Europe,EST,Volvo,XC60 Recharge,SUV,5,5,2008,Auto,Hybrid/Electric,6177789.00,91
Europe,EST,Volvo,XC90 Recharge,SUV,7,5,2020,Auto,Hybrid/Electric,9908251.00,85
Europe,EST,Volvo,S60 Recharge,Sedan,5,4,2008,Auto,Hybrid/Electric,8079559.00,85
Europe,EST,Volvo,S90 Recharge,Sedan,5,4,2001,Auto,Hybrid/Electric,5569643.00,84
Europe,EST,Volvo,V60 Recharge,Station Wagon,5,5,2002,Auto,Hybrid/Electric,397456.00,81
Europe,EST,Volvo,V90 Recharge,Station Wagon,5,5,2018,Auto,Hybrid/Electric,448112.00,94
Europe,FIN,Audi,A1,Hatchback,4,3,2007,Manual,Gasoline,2775919.00,60
Europe,FIN,Audi,A3,Sedan,5,4,2023,Automatic,Gasoline/Diesel,1518955.00,89
Europe,FIN,Audi,A4,Sedan,5,4,2011,Automatic,Gasoline/Diesel,7931299.00,50
Europe,FIN,Audi,A5,Coupe,4,2,2008,Automatic,Gasoline/Diesel,200760.00,81
Europe,FIN,Audi,A6,Sedan,5,4,2011,Automatic,Gasoline/Diesel,4331244.00,61
Europe,FIN,Audi,Q2,SUV,5,5,2006,Automatic,Gasoline/Diesel,225432.00,61
Europe,FIN,Audi,Q3,SUV,5,5,2013,Automatic,Gasoline/Diesel,7183291.00,89
Europe,FIN,Audi,Q5,SUV,5,5,2020,Automatic,Gasoline/Diesel,3796563.00,77
Europe,FIN,Audi,Q7,SUV,7,4,2016,Automatic,Gasoline/Diesel,2964707.00,50
Europe,FIN,BMW,1 Series,Hatchback,5,5,2005,Manual,Gasoline/Diesel,7116451.00,99
Europe,FIN,BMW,2 Series,Coupe,4,2,2006,Automatic,Gasoline/Diesel,7966619.00,55
Europe,FIN,BMW,3 Series,Sedan,5,4,2014,Automatic,Gasoline/Diesel,325519.00,68
Europe,FIN,BMW,4 Series,Coupe,4,2,2022,Automatic,Gasoline/Diesel,5944018.00,82
Europe,FIN,BMW,5 Series,Sedan,5,4,2022,Automatic,Gasoline/Diesel,2905024.00,98
Europe,FIN,BMW,7 Series,Sedan,5,4,2019,Automatic,Gasoline/Diesel,2230374.00,62
Europe,FIN,Ford,Fiesta,Hatchback,5,5,2009,Manual,Gasoline,8240570.00,57
Europe,FIN,Ford,Focus,Hatchback,5,5,2015,Automatic,Gasoline/Diesel,4667274.00,55
Europe,FIN,Ford,Mondeo,Sedan,5,4,2006,Automatic,Gasoline/Diesel,4990084.00,63
Europe,FIN,Ford,Kuga,SUV,5,5,2008,Automatic,Gasoline/Diesel,9732383.00,75
Europe,FIN,Mercedes-Benz,A-Class,Hatchback,5,5,2003,Automatic,Gasoline/Diesel,576929.00,54
Europe,FIN,Mercedes-Benz,C-Class,Sedan,5,4,2003,Automatic,Gasoline/Diesel,6692142.00,65
Europe,FIN,Mercedes-Benz,E-Class,Sedan,5,4,2006,Automatic,Gasoline/Diesel,366165.00,58
Europe,FIN,Mercedes-Benz,S-Class,Sedan,5,4,2000,Automatic,Gasoline/Diesel,7551808.00,94
Europe,FIN,Mercedes-Benz,GLA-Class,SUV,5,5,2009,Automatic,Gasoline/Diesel,9894672.00,50
Europe,FIN,Mercedes-Benz,GLC-Class,SUV,5,5,2014,Automatic,Gasoline/Diesel,1957884.00,91
Europe,FIN,Opel,Corsa,Hatchback,5,5,2023,Manual,Gasoline/ Diesel,8835129.00,77
Europe,FIN,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2000,Manual/ Automatic,Gasoline/ Diesel,3597442.00,54
Europe,FIN,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2018,Manual/ Automatic,Gasoline/ Diesel,9872066.00,72
Europe,FIN,Peugeot,208,Hatchback,5,3,2006,Manual/ Automatic,Gasoline/ Diesel,6795733.00,50
Europe,FIN,Peugeot,308,Hatchback/ Wagon,5,5,2020,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,8484257.00,88
Europe,FIN,Peugeot,2008,SUV,5,5,2017,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,2075016.00,97
Europe,FIN,Renault,Clio,Hatchback,5,5,2005,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,2220675.00,57
Europe,FIN,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2004,Manual/ Automatic,Gasoline/ Diesel,4955845.00,72
Europe,FIN,Renault,Captur,SUV,5,5,2000,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3418733.00,93
Europe,FIN,Seat,Ibiza,Hatchback,5,3,2017,Manual/ Automatic,Gasoline/ Natural Gas,6060391.00,88
Europe,FIN,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2023,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,7005069.00,77
Europe,FIN,Seat,Ateca,SUV,5,5,2015,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,5408905.00,67
Europe,FIN,Skoda,Fabia,Hatchback,5,5,2012,Manual,Petrol/ Diesel,1175498.00,94
Europe,FIN,Skoda,Octavia,Sedan/ Estate,5,4,2005,Manual/ Automatic,Petrol/ Diesel/ Hybrid,3756540.00,93
Europe,FIN,Skoda,Superb,Sedan/ Estate,5,4,2021,Manual/ Automatic,Petrol/ Diesel/ Hybrid,1934282.00,67
Europe,FIN,Smart,Fortwo,Coupe/ Cabrio,2,2,2020,Automatic,Electric,5161256.00,88
Europe,FIN,Smart,Forfour,Hatchback,4,5,2006,Automatic,Electric,6665328.00,82
Europe,FIN,Subaru,Impreza,Hatchback,5,5,2003,Manual/ Automatic,Petrol,8598483.00,90
Europe,FIN,Subaru,Legacy,Sedan/ Estate,5,4,2000,Manual/ Automatic,Petrol,7235912.00,99
Europe,FIN,Subaru,Outback,SUV,5,5,2013,Automatic,Petrol,7208153.00,97
Europe,FIN,Suzuki,Swift,Hatchback,5,5,2007,Manual/ Automatic,Petrol/ Hybrid,5826230.00,95
Europe,FIN,Suzuki,Ignis,SUV,4,5,2021,Manual/ Automatic,Petrol/ Hybrid,1146497.00,67
Europe,FIN,Suzuki,Vitara,SUV,5,5,2007,Manual/ Automatic,Petrol/ Hybrid,407712.00,52
Europe,FIN,Tesla,Model 3,Sedan,5,4,2001,Automatic,Electric,5284789.00,86
Europe,FIN,Tesla,Model S,Sedan,5,4,2010,Automatic,Electric,5638477.00,56
Europe,FIN,Tesla,Model X,SUV,7,4,2018,Automatic,Electric,2764546.00,63
Europe,FIN,Tesla,Model Y,SUV,7,4,2011,Automatic,Electric,2238309.00,80
Europe,FIN,Toyota,Aygo,Hatchback,4,5,2008,Manual/ Automatic,Petrol,2092125.00,75
Europe,FIN,Toyota,Yaris,Hatchback,5,5,2023,Manual/ Automatic,Petrol/ Hybrid,8602570.00,83
Europe,FIN,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2018,Manual/ Automatic,Petrol/ Hybrid,4863429.00,93
Europe,FIN,Toyota,Camry,Sedan,5,4,2017,Automatic,Petrol/ Hybrid,426329.00,92
Europe,FIN,Toyota,RAV4,SUV,5,5,2015,Manual/ Automatic,Petrol/ Hybrid,3322337.00,84
Europe,FIN,Toyota,Highlander,SUV,7,4,2021,Automatic,Hybrid,635274.00,93
Europe,FIN,Toyota,Land Cruiser,SUV,7,4,2011,Automatic,Diesel,9345468.00,93
Europe,FIN,Volkswagen,up!,Hatchback,4,5,2004,Manual,Petrol,2484956.00,58
Europe,FIN,Volkswagen,Polo,Hatchback,5,5,2008,Manual/Auto,Petrol/Diesel,6471295.00,53
Europe,FIN,Volkswagen,Golf,Hatchback,5,5,2018,Manual/Auto,Petrol/Diesel,6714691.00,59
Europe,FIN,Volkswagen,Golf Sportsvan,MPV,5,5,2014,Manual/Auto,Petrol/Diesel,1097265.00,61
Europe,FIN,Volkswagen,T-Cross,SUV,5,5,2004,Manual/Auto,Petrol/Diesel,8387902.00,98
Europe,FIN,Volkswagen,T-Roc,SUV,5,5,2011,Manual/Auto,Petrol/Diesel,1027989.00,68
Europe,FIN,Volkswagen,Tiguan,SUV,7,5,2013,Manual/Auto,Petrol/Diesel,5317216.00,83
Europe,FIN,Volkswagen,Tiguan Allspace,SUV,7,5,2020,Manual/Auto,Petrol/Diesel,7612441.00,59
Europe,FIN,Volkswagen,Touareg,SUV,5,5,2001,Auto,Diesel,4925366.00,80
Europe,FIN,Volkswagen,Arteon,Sedan,5,5,2003,Manual/Auto,Petrol/Diesel,5944146.00,60
Europe,FIN,Volkswagen,Passat,Sedan/Station Wagon,5,5,2013,Manual/Auto,Petrol/Diesel,2421636.00,99
Europe,FIN,Volkswagen,Passat Variant,Station Wagon,5,5,2001,Manual/Auto,Petrol/Diesel,3403491.00,58
Europe,FIN,Volkswagen,e-up!,Hatchback,4,5,2014,Auto,Electric,839781.00,100
Europe,FIN,Volkswagen,e-Golf,Hatchback,5,5,2003,Auto,Electric,903702.00,96
Europe,FIN,Volkswagen,Golf GTE,Hatchback,5,5,2001,Auto,Hybrid,7742583.00,69
Europe,FIN,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2016,Auto,Hybrid,4892626.00,94
Europe,FIN,Volkswagen,Touareg R,SUV,5,5,2001,Auto,Hybrid,8147331.00,64
Europe,FIN,Volvo,XC40,SUV,5,5,2004,Manual/Auto,Petrol/Diesel/Hybrid,2287561.00,60
Europe,FIN,Volvo,XC60,SUV,5,5,2009,Auto,Petrol/Diesel/Hybrid,9821258.00,81
Europe,FIN,Volvo,XC90,SUV,7,5,2012,Auto,Petrol/Diesel/Hybrid,9822166.00,55
Europe,FIN,Volvo,V40,Hatchback,5,5,2014,Manual/Auto,Petrol/Diesel,4509001.00,77
Europe,FIN,Volvo,V40 Cross Country,Hatchback,5,5,2012,Manual/Auto,Petrol/Diesel,9220819.00,88
Europe,FIN,Volvo,S60,Sedan,5,4,2004,Auto,Petrol/Hybrid,6615793.00,95
Europe,FIN,Volvo,S90,Sedan,5,4,2001,Auto,Petrol/Hybrid,3894586.00,56
Europe,FIN,Volvo,V60,Station Wagon,5,5,2018,Manual/Auto,Petrol/Diesel/Hybrid,8214790.00,67
Europe,FIN,Volvo,V90,Station Wagon,5,5,2009,Auto,Petrol/Hybrid,7676573.00,91
Europe,FIN,Volvo,V90 Cross Country,Station Wagon,5,5,2009,Auto,Petrol/Hybrid,984553.00,75
Europe,FIN,Volvo,C40 Recharge,SUV-Coupe,5,5,2011,Auto,Electric,146685.00,60
Europe,FIN,Volvo,XC40 Recharge,SUV,5,5,2008,Auto,Electric,2708793.00,78
Europe,FIN,Volvo,XC60 Recharge,SUV,5,5,2015,Auto,Hybrid/Electric,4602895.00,86
Europe,FIN,Volvo,XC90 Recharge,SUV,7,5,2007,Auto,Hybrid/Electric,8176261.00,86
Europe,FIN,Volvo,S60 Recharge,Sedan,5,4,2004,Auto,Hybrid/Electric,5775125.00,86
Europe,FIN,Volvo,S90 Recharge,Sedan,5,4,2007,Auto,Hybrid/Electric,1801705.00,65
Europe,FIN,Volvo,V60 Recharge,Station Wagon,5,5,2007,Auto,Hybrid/Electric,2577449.00,63
Europe,FIN,Volvo,V90 Recharge,Station Wagon,5,5,2004,Auto,Hybrid/Electric,6824392.00,53
Europe,FRA,Audi,A1,Hatchback,4,3,2021,Manual,Gasoline,8672015.00,100
Europe,FRA,Audi,A3,Sedan,5,4,2006,Automatic,Gasoline/Diesel,9450551.00,88
Europe,FRA,Audi,A4,Sedan,5,4,2010,Automatic,Gasoline/Diesel,6703905.00,76
Europe,FRA,Audi,A5,Coupe,4,2,2003,Automatic,Gasoline/Diesel,5737460.00,51
Europe,FRA,Audi,A6,Sedan,5,4,2023,Automatic,Gasoline/Diesel,7394069.00,75
Europe,FRA,Audi,Q2,SUV,5,5,2002,Automatic,Gasoline/Diesel,5306797.00,57
Europe,FRA,Audi,Q3,SUV,5,5,2004,Automatic,Gasoline/Diesel,6529783.00,72
Europe,FRA,Audi,Q5,SUV,5,5,2008,Automatic,Gasoline/Diesel,8813968.00,60
Europe,FRA,Audi,Q7,SUV,7,4,2002,Automatic,Gasoline/Diesel,4575552.00,88
Europe,FRA,BMW,1 Series,Hatchback,5,5,2002,Manual,Gasoline/Diesel,2434846.00,90
Europe,FRA,BMW,2 Series,Coupe,4,2,2018,Automatic,Gasoline/Diesel,6632491.00,57
Europe,FRA,BMW,3 Series,Sedan,5,4,2017,Automatic,Gasoline/Diesel,6057314.00,63
Europe,FRA,BMW,4 Series,Coupe,4,2,2016,Automatic,Gasoline/Diesel,1081223.00,68
Europe,FRA,BMW,5 Series,Sedan,5,4,2003,Automatic,Gasoline/Diesel,7515566.00,75
Europe,FRA,BMW,7 Series,Sedan,5,4,2015,Automatic,Gasoline/Diesel,2555555.00,73
Europe,FRA,Ford,Fiesta,Hatchback,5,5,2007,Manual,Gasoline,2199817.00,93
Europe,FRA,Ford,Focus,Hatchback,5,5,2010,Automatic,Gasoline/Diesel,7645251.00,86
Europe,FRA,Ford,Mondeo,Sedan,5,4,2004,Automatic,Gasoline/Diesel,2147917.00,64
Europe,FRA,Ford,Kuga,SUV,5,5,2019,Automatic,Gasoline/Diesel,463478.00,73
Europe,FRA,Mercedes-Benz,A-Class,Hatchback,5,5,2013,Automatic,Gasoline/Diesel,5507070.00,73
Europe,FRA,Mercedes-Benz,C-Class,Sedan,5,4,2017,Automatic,Gasoline/Diesel,8835502.00,85
Europe,FRA,Mercedes-Benz,E-Class,Sedan,5,4,2000,Automatic,Gasoline/Diesel,8340813.00,96
Europe,FRA,Mercedes-Benz,S-Class,Sedan,5,4,2010,Automatic,Gasoline/Diesel,4781411.00,55
Europe,FRA,Mercedes-Benz,GLA-Class,SUV,5,5,2016,Automatic,Gasoline/Diesel,1500281.00,80
Europe,FRA,Mercedes-Benz,GLC-Class,SUV,5,5,2002,Automatic,Gasoline/Diesel,3134865.00,60
Europe,FRA,Opel,Corsa,Hatchback,5,5,2018,Manual,Gasoline/ Diesel,4551149.00,74
Europe,FRA,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2021,Manual/ Automatic,Gasoline/ Diesel,2242559.00,72
Europe,FRA,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2021,Manual/ Automatic,Gasoline/ Diesel,5455300.00,66
Europe,FRA,Peugeot,208,Hatchback,5,3,2012,Manual/ Automatic,Gasoline/ Diesel,7061720.00,90
Europe,FRA,Peugeot,308,Hatchback/ Wagon,5,5,2006,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,8639759.00,67
Europe,FRA,Peugeot,2008,SUV,5,5,2007,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3886567.00,78
Europe,FRA,Renault,Clio,Hatchback,5,5,2023,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,6141098.00,63
Europe,FRA,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2008,Manual/ Automatic,Gasoline/ Diesel,8928202.00,54
Europe,FRA,Renault,Captur,SUV,5,5,2013,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,8800534.00,56
Europe,FRA,Seat,Ibiza,Hatchback,5,3,2006,Manual/ Automatic,Gasoline/ Natural Gas,4860748.00,95
Europe,FRA,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2021,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,7561160.00,71
Europe,FRA,Seat,Ateca,SUV,5,5,2012,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,6374550.00,70
Europe,FRA,Skoda,Fabia,Hatchback,5,5,2009,Manual,Petrol/ Diesel,5652832.00,94
Europe,FRA,Skoda,Octavia,Sedan/ Estate,5,4,2002,Manual/ Automatic,Petrol/ Diesel/ Hybrid,2838816.00,81
Europe,FRA,Skoda,Superb,Sedan/ Estate,5,4,2008,Manual/ Automatic,Petrol/ Diesel/ Hybrid,1211564.00,71
Europe,FRA,Smart,Fortwo,Coupe/ Cabrio,2,2,2002,Automatic,Electric,2468465.00,65
Europe,FRA,Smart,Forfour,Hatchback,4,5,2020,Automatic,Electric,4429396.00,68
Europe,FRA,Subaru,Impreza,Hatchback,5,5,2000,Manual/ Automatic,Petrol,9321802.00,65
Europe,FRA,Subaru,Legacy,Sedan/ Estate,5,4,2002,Manual/ Automatic,Petrol,2986373.00,62
Europe,FRA,Subaru,Outback,SUV,5,5,2005,Automatic,Petrol,7847395.00,64
Europe,FRA,Suzuki,Swift,Hatchback,5,5,2014,Manual/ Automatic,Petrol/ Hybrid,9368098.00,87
Europe,FRA,Suzuki,Ignis,SUV,4,5,2004,Manual/ Automatic,Petrol/ Hybrid,7689043.00,52
Europe,FRA,Suzuki,Vitara,SUV,5,5,2003,Manual/ Automatic,Petrol/ Hybrid,1452147.00,73
Europe,FRA,Tesla,Model 3,Sedan,5,4,2010,Automatic,Electric,4364133.00,89
Europe,FRA,Tesla,Model S,Sedan,5,4,2015,Automatic,Electric,4952103.00,76
Europe,FRA,Tesla,Model X,SUV,7,4,2002,Automatic,Electric,1258.00,64
Europe,FRA,Tesla,Model Y,SUV,7,4,2010,Automatic,Electric,1171298.00,55
Europe,FRA,Toyota,Aygo,Hatchback,4,5,2014,Manual/ Automatic,Petrol,6447104.00,96
Europe,FRA,Toyota,Yaris,Hatchback,5,5,2008,Manual/ Automatic,Petrol/ Hybrid,4711945.00,84
Europe,FRA,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2015,Manual/ Automatic,Petrol/ Hybrid,1639296.00,94
Europe,FRA,Toyota,Camry,Sedan,5,4,2005,Automatic,Petrol/ Hybrid,6875463.00,62
Europe,FRA,Toyota,RAV4,SUV,5,5,2006,Manual/ Automatic,Petrol/ Hybrid,4772055.00,76
Europe,FRA,Toyota,Highlander,SUV,7,4,2008,Automatic,Hybrid,5097371.00,94
Europe,FRA,Toyota,Land Cruiser,SUV,7,4,2005,Automatic,Diesel,7792808.00,59
